author_name,post_id,image_ID,comments_count,likes_count,caption,date,year,month,day
grantcardone,grantcardone_4290201_3039606598553921636_9763_470,2023-02-16_17-42-44_UTC.jpg,470,9763,"Only the best for my Diamond ticket holders. 💎

Thank you @nelly and team for a great show last night. #10X #GrowthCon
",2023-02-1,2023,02,1
ajinkyarahane,ajinkyarahane_4701882_2888038858950029550_148452_794,2022-07-22_14-44-42_UTC.jpg,794,148452,"October 2022 👶❤️
",2022-07-2,2022,07,2
rashwin99,rashwin99_3955334_2948876182646350868_17765_34,2022-10-14_13-17-36_UTC.jpg,34,17765,"The new team in town is @0xfancraze & we are pumped to join this amazing squad!

Collect my player cards, play games, win prizes & unlock exclusive merch!

Join now on fancraze.com to get started with your welcome bonus!

#OwnTheSquad #fancraze #collab
",2022-10-1,2022,10,1
yasminkarachiwala,yasminkarachiwala_1062568_3069178625759950350_3442_50,2023-03-29_12-57-05_UTC_1.jpg,50,3442,"Are you ready to transform your body and strengthen your core? 💪⚡️

Join me for an invigorating Pilates workout that will challenge your muscles and leave you feeling energized. With more than 30 years of experience in the fitness industry, and also a proud pioneer of Pilates physical fitness system in India you can trust that you're in good hands🤪 

Let's sweat, let's breathe, let's Pilates🥳

In this video, I'm sharing 5 beginner-friendly exercises that are perfect for anyone new to Pilates, as well as 5 advanced moves that will take your practice to the next level. 
No matter your experience level, there's always room to grow and improve with Pilates✨ 

 Beginner exercises 
1)Articulated Bridge
2)Hundreds
3)Single Leg Circles
4)Side Leg Bananas
5)Swan

Advanced  exercises 
1)Shoulder Bridge 
2)Teaser
3)Corkscrew
4)Seated Twist
5)Swan Rocking

💥 Don’t forget to LIKE, SAVE & SHARE if you enjoyed the workout! Let me know if you want to see more videos like these🤗
.
.
.
.
.
#yasminkarachiwala #bodyimage #fitnesstime #fitlife #funfitness #kneepain #healing #physicaltherapist #fitness  #instafit #pilatesinstructor  #healthy #workoutideas #motivation #fullbodyworkout #pilates #pilatesbeginners #pilatesadvanced #befitbecauseyoudeserveit #fitnesslove #getfit #athomeworkout #activelifestyle
",2023-03-2,2023,03,2
vehiclevirgins,vehiclevirgins_490382_3038842044235642803_11205_171,2023-02-15_16-23-42_UTC_1.jpg,171,11205,"Leaked images of the Lamborghini Aventador replacement! Rumored to be called the “Revuelto” the latest scissor door Lambo will feature a hybrid V12. What do you guys think? #lamborghini #aventador #revuelto
",2023-02-1,2023,02,1
rheakapoor,rheakapoor_1775885_3027856470568897102_9299_133,2023-01-31_12-37-20_UTC_1.jpg,133,9299,"⛅️
",2023-01-3,2023,01,3
masoomminawala,masoomminawala_1355818_3054517213528926694_11309_52,2023-03-09_07-27-28_UTC_1.jpg,52,11309,"Vibe these days… 

@samsungindia 

#Collab #GalaxyZFlip4 #TeamGalaxy

Outfit details:
White pantsuit: @mekaofficielle 
Black pantsuit: @studiomoonray
",2023-03-0,2023,03,0
primevideouk,primevideouk_320713_3059007969023078529_9777_36,2023-03-15_12-09-48_UTC.jpg,36,9777,"It's a Frenchiko Spot the Difference!! How many can you see? 👀 🔍

📺 #TheBoys

🎭 #TomerCapone #KarenFukuhara
",2023-03-1,2023,03,1
malaikaaroraofficial,malaikaaroraofficial_17523077_3032220473778042856_42084_211,2023-02-06_13-07-50_UTC.jpg,211,42084,"Our emerald bracelet seen on Malaika Arora embodies 360 degree perfection. Rare and electrifying.

Photography: @taras84 
Styling: @manekaharisinghani 
Makeup: @mallika_bhat 
Hair: @hairstylist_madhav2.0 
Production: @ikp.insta 

#malaikaaroraxkhannajewellers #KhannaJEwellers #khannajewellerskj #IndiaModern #IndianJewellery #AweInspiring #ContemporaryDesign
",2023-02-0,2023,02,0
drwaynedyer,drwaynedyer_683926_2978062296355264943_10214_96,2022-11-23_19-45-12_UTC.jpg,96,10214,"#waynedyerwednesday ❤️
",2022-11-2,2022,11,2
sachintendulkar,sachintendulkar_39433992_3033645984018219249_2464745_8790,2023-02-08_12-20-04_UTC_1.jpg,8790,2464745,"Can you guess the city?

#travel #travelgram
",2023-02-0,2023,02,0
vehiclevirgins,vehiclevirgins_490382_2822894796785908096_8607_92,2022-04-23_17-35-04_UTC.jpg,92,8607,"Out in Austin Texas for our good friend @ashleyyhartwell’s wedding! Congrats Ash!
",2022-04-2,2022,04,2
vehiclevirgins,vehiclevirgins_490382_2870190610445053855_4036_92,2022-06-27_23-43-25_UTC.jpg,92,4036,"Cool or disrespectful? New video live on the channel of this destroyed SVJ Edit: turns out the guy is an off-road rally racer which is pretty epic.  #lamborghini #aventador #svj
",2022-06-2,2022,06,2
iamsteveharveytv,iamsteveharveytv_10645894_2979392602084092821_8888_167,2022-11-25_15-48-17_UTC.jpg,167,8888,"It’s an honor 🙏🏽 I’m grateful for the win and my #familyfeud team. CONGRATS!!! #repost @familyfeudabc 📣 It's time to celebrate! #CelebrityFamilyFeud just took home an #AmericanRealityTVAwards win for Outstanding Game Show 🎉 #ARTAs
",2022-11-2,2022,11,2
supercarblondie,supercarblondie_12059261_2909993092444851634_162753_521,2022-08-21_21-43-50_UTC_1.jpg,521,162753,"Matchymatchy I have to buy one now 😍😉! Swipe to see the @detomaso_official ! Full vid on this incredible car coming to the channel! Thoughts? #detomaso 

#detomaso
",2022-08-2,2022,08,2
iamsteveharveytv,iamsteveharveytv_10645894_3065698798094105502_13881_139,2023-03-24_17-43-17_UTC.jpg,139,13881,"The verdict is in: Season 2 of #JudgeSteveHarvey is ordered for May 9 on ABC! Stream on Hulu. 👨🏾‍⚖️
",2023-03-2,2023,03,2
eventplannerlife,eventplannerlife_181_734095846936622975_31_6,2014-06-02_17-44-26_UTC.jpg,6,31,"#whenyouhavethewholerowtoyourselfona4hourflight #bliss #sleptthewholedamnflight #PSPihavearrived
",2014-06-0,2014,06,0
food52,food52_3599596_3067398807821331353_24572_113,2023-03-27_02-00-56_UTC.jpg,113,24572,"Baked rosemary chicken meatballs with creamy tomato orzo and spinach from @theoriginaldish! Find her recipe linked in our bio. #f52community #f52grams
",2023-03-2,2023,03,2
bonappetitmag,bonappetitmag_4607066_3067187362630260163_7249_163,2023-03-26_19-00-51_UTC.jpg,163,7249,"🥘 The best Dutch oven is going to set you back a bit. The good news? There are excellent options at a range of price points. Not only does this guide tackle all things brand and budget but it also answers questions like “Which size and shape should I get?” Whichever pot you pick, you’ll end up with a beautiful piece of cookware that’s sure to become your new best friend in the kitchen. Read more at the link in bio. 📸: @chelsielcraig
",2023-03-2,2023,03,2
netflix,netflix_32561501_3064136990296089476_116283_718,2023-03-22_14-00-15_UTC_1.jpg,718,116283,"cannot wait for April 👀
",2023-03-2,2023,03,2
yuzi_chahal23,yuzi_chahal23_8463802_3003208269050135913_202146_310,2022-12-28_12-25-45_UTC.jpg,310,202146,"❤️🧿
",2022-12-2,2022,12,2
etthehiphoppreacher,etthehiphoppreacher_2196457_3067549561358915011_25075_255,2023-03-27_07-00-25_UTC_1.jpg,255,25075,"How are YOU choosing to focus on SOLUTIONS instead of problems? Rise above average and share your game-changing strategies! Let's inspire each other to greatness! 💯🚀 #RiseAboveAverage #youoweyou
",2023-03-2,2023,03,2
sophiechoudry,sophiechoudry_3311924_2982721645829186931_-1_864,2022-11-30_06-02-30_UTC_1.jpg,864,-1,"Bet I made you look👀🎶💕

Swimsuit @shivanandnarresh @tanimakhosla 
Necklace @chic_therapy_ @dinky_nirh 
📸 @ambereenyusuf 

#prettyinpink #madeyoulook #workation #poolside #pooldays #pinkhaze #mermaid 
#perfectday #midweekmotivation #waterbaby #nofilterneeded #sophiechoudry
",2022-11-3,2022,11,3
hbomax,hbomax_3056324_3057101339109716519_20102_73,2023-03-12_21-01-40_UTC.jpg,73,20102,"By your side. 

The season finale of #TheLastofUs is streaming tonight on @hbo via HBO Max.
",2023-03-1,2023,03,1
disneyplus,disneyplus_5352028_3054834219726818994_9876_22,2023-03-09_17-57-18_UTC_1.jpg,22,9876,"Last night’s premiere hit all the right notes. 🎶

Bono & The Edge: A Sort of Homecoming with Dave Letterman, an Original documentary special, is streaming March 17 on #DisneyPlus.
",2023-03-0,2023,03,0
virat.kohli,virat.kohli_243184375_3020633289841848880_4318489_19827,2023-01-21_13-26-10_UTC_1.jpg,19827,4318489,"A great result. Indore next. ✌️🇮🇳
",2023-01-2,2023,01,2
supercarblondie,supercarblondie_12059261_3039526339522836946_118334_327,2023-02-16_15-03-17_UTC_1.jpg,327,118334,"Checking out the Audi AVUS, a concept car from 1991 🔥 Check the link in bio for full review! @audiofficial #audi #conceptcar #audiavus
",2023-02-1,2023,02,1
taramilktea,taramilktea_1371196_3036484361726621733_25318_108,2023-02-12_10-19-25_UTC_1.jpg,108,25318,"what I wore in tokyo 🌙
",2023-02-1,2023,02,1
rohitsharma45,rohitsharma45_27275050_2982124558800799103_952602_6813,2022-11-29_10-16-11_UTC.jpg,6813,952602,"what I wore in tokyo 🌙
",2022-11-2,2022,11,2
masoomminawala,masoomminawala_1355818_3048767517950434215_24302_140,2023-03-01_09-03-51_UTC_1.jpg,140,24302,"The vibes when you slip into @thesareesneakers 🔥 

They aren’t just stunning but super comfortable too! And, the hand embroidery…just STUNNING ✨

#Ad
",2023-03-0,2023,03,0
minimalistbaker,minimalistbaker_2144759_3035852094800723235_1939_20,2023-02-11_13-23-13_UTC_1.jpg,20,1939,"Valentine's Day is all about sweet treats...and of course, that means chocolate 🍫💫! We've gathered our BEST chocolate desserts for Valentine's Day (and beyond!). Think: brownies, cookies, cakes, truffles, and more LOVE(ly) ❤️ treats!⁠
⁠
Scroll through to explore these incredible chocolate desserts! Link in bio → @minimalistbaker for the recipes!⁠
⁠
#valentinesday #chocolate #desserts #minimalistbaker #vegan #dairyfree #veganrecipes #dairyfreerecipes
",2023-02-1,2023,02,1
santoshishetty,santoshishetty_746384_3068994502476588750_4417_44,2023-03-29_06-51-16_UTC_1.jpg,44,4417,"A day in Udaipur 🪔⛲️🪕🪘✨ captured by @loveofanti 🐯

This look though! 😍
Outfit : @nupurkanoiofficial ✨
Choker : @houseoftuhina ✨
Footwear : @aprajitatoorofficial ✨
",2023-03-2,2023,03,2
taramilktea,taramilktea_1371196_3063280455554919191_-1_34,2023-03-21_09-38-28_UTC_1.jpg,34,-1,"Pinko has officially landed in Sydney! 🎉🤍

So excited to welcome the @pinkoofficial boutique to Westfield Sydney. #Pinko ad
",2023-03-2,2023,03,2
brendonburchard,brendonburchard_1158797_3037483403088262267_5618_73,2023-02-13_19-24-20_UTC_1.jpg,73,5618,"Happy Monday!! Who else is PUMPED to walk into this week with intention, joy, and positivity?! 💪🔥 Here is some #mondaymotivation to inspire you. Which one is really speaking to you? 1, 2, 3, or 4? Comment below! 👇
",2023-02-1,2023,02,1
malaikaaroraofficial,malaikaaroraofficial_17523077_3045672608246345303_118112_785,2023-02-25_02-34-49_UTC_1.jpg,785,118112,"Look mama, i made you proud! This is the second one in one week and i am so grateful to be receiving this honour today. Thank you @bigfmindia for recognising and felicitating my efforts and bestowing me with the #Bigimpactawards Female entrepreneur of the year title.  It was such a glorious moment to be present amongst the other esteemed awardees and have the privilege to not only receive but to also give away awards to the most deserving business icons of India. 
Me  and my team ,work tirelessly to bring you the best in fitness, food, fashion and more and such appreciations really encourage us to keep at it and keep giving our best everyday. #bigimpactawards2023 #femaleentrepreneuroftheyear
",2023-02-2,2023,02,2
houseofmisu,houseofmisu_466180_3026247784312903592_4114_125,2023-01-29_07-21-10_UTC.jpg,125,4114,"A Parisian portrait 🖼️ ❤️

#MisuInParis
",2023-01-2,2023,01,2
primevideouk,primevideouk_320713_3067843911724880433_378233_836,2023-03-27_16-45-14_UTC.jpg,836,378233,"Looks like Travis got a new tattoo? 👀 Take a closer look for a big surprise... 😏 #BeautifulDisaster
",2023-03-2,2023,03,2
mahi7781,mahi7781_40959576_1308788258188053858_657890_1084,2016-08-03_15-55-40_UTC.jpg,1084,657890,"Tried my hands at polishing marbles only to find out it's quite tough, something's should be left to professionals
",2016-08-0,2016,08,0
sachintendulkar,sachintendulkar_39433992_2998853406346038008_915148_1624,2022-12-22_12-13-26_UTC.jpg,1624,915148,"Just can't get enough of this view! 🤩

#ThailandDiaries #Thailand #Travel #Krabi
",2022-12-2,2022,12,2
taramilktea,taramilktea_1371196_3008311427338264474_14246_85,2023-01-04_13-24-49_UTC_1.jpg,85,14246,"Going out golden. @louisvuitton
",2023-01-0,2023,01,0
deepak_chahar9,deepak_chahar9_2363731_2930580232226691426_501545_1078,2022-09-19_07-26-49_UTC.jpg,1078,501545,"New Jersey new feel #bleedblue #teamindia
",2022-09-1,2022,09,1
virat.kohli,virat.kohli_243184375_3036685427600710760_3019299_11875,2023-02-12_16-58-54_UTC.jpg,11875,3019299,"What a win from our women's team against Pakistan in a high pressure game and a tough run chase. The women’s team is taking such giant leaps ahead with every tournament we play and it’s going to inspire a whole generation of girls to take up the sport and take women’s cricket higher and higher. More power to all of you. God bless.
",2023-02-1,2023,02,1
houseofmisu,houseofmisu_466180_3053836834079199497_-1_12,2023-03-08_08-55-41_UTC_1.jpg,12,-1,"Photo dump from my day spent with mum at @printemps in Paris last week. 
I’m not much of a department store kind of shopper , always preferring the charming stand alone stores, off the beaten path. 
But Printemps has a certain je ne sais quoi which you need to see to believe. Aside from the stunning interiors and beautiful curation , they have an entire floor dedicated to vintage finds including hard to get Hermes bags and fine jewellery. They also have a space dedicated to last seasons hot pieces sold at reduced prices. If that’s not enough to sway you , they have a great personal shopper service and if you can’t make it to the store , they have an entire set up to help make your online shopping experience personalised and seem less. 
Wow, I just realised I literally went on a rant but I truly was very impressed. 
Thank you for showing me around and I will be back. @explorefrance #NOTanAD #paris #parisshopping #followmitoparis #misuinparis #mummyandmi #explorefrance #printempshaussmann #printemps
",2023-03-0,2023,03,0
smittenkitchen,smittenkitchen_1706412_3054182861036267411_8385_136,2023-03-08_20-23-10_UTC.jpg,136,8385,"A 20-minute, 5-ingredient (I bet all 5 are in your kitchen right now), abundantly flavorful dish that I cannot resist adding one slightly crispy and dramatically sizzling finish to. Have you made it yet? Few dishes make me feel rewarded for waiting until the last minute to figure out dinner. // Quick Pasta and Chickpeas on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-0,2023,03,0
grantcardone,grantcardone_4290201_3050668714835216626_897_198,2023-03-04_00-01-11_UTC.jpg,198,897,"Serious about real estate?
Text me 👈👈👈
",2023-03-0,2023,03,0
shreyas41,shreyas41_6992256_3041540064751583744_449116_852,2023-02-19_09-44-11_UTC_1.jpg,852,449116,"Bringing home the W 🇮🇳
",2023-02-1,2023,02,1
smittenkitchen,smittenkitchen_1706412_3064322960885456721_9604_71,2023-03-22_20-09-44_UTC.jpg,71,9604,"These ""melts"" are essentially a mushroom croque monsieur -- here atop sourdough with a schmear of Dijon-rich bechamel, a great pile of sauteed mushrooms and cheese that melts over the top and onto the baking sheet, to be lifted off in crispy flakes. Paired with a bowl of soup on a rainy day, a salad on a sunny one, I say we go all in. // Mushroom Tartines on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-2,2023,03,2
yuzi_chahal23,yuzi_chahal23_8463802_2998832875832144208_1060565_1364,2022-12-22_11-32-38_UTC_1.jpg,1364,1060565,"Happy anniversary wifey ❤️😘🧿
",2022-12-2,2022,12,2
iamjoelbrown,iamjoelbrown_128782_3068509911650203135_522_22,2023-03-28_14-48-28_UTC.jpg,22,522,"Here’s a list of ways to course correct on your heartbreak healing journey except this time; with God 🙏🏼

1. Reflect with faith - Seek God's guidance to understand past relationship patterns and areas for growth.

2. Embrace divine compassion - Allow yourself to grieve the loss and remember that healing is a process. Trust in God's love and mercy to heal your heartbreak.

3. Prioritize self-care & spirituality - Nurture yourself and deepen your connection with God.

4. Set God-guided boundaries - Establish clear boundaries, create a Vision for the type of relationship you desire to create and ask God to have his co-creative presence in the vision with you.

5. Practice gratitude - Practice gratitude for the lessons learned and the growth you've achieved through the experience. Recognize God's hand in shaping you through life's lessons.

6. Seek help & spiritual guidance - Consult professionals and faith leaders to support your healing journey.

7. Trust God's timing - Give yourself time to heal and grow, understanding that the process takes time and is unique for each individual. Trust in God's timing and plan for your life.

8. Embrace vulnerability with faith - Open your heart to new connections, trusting God to lead you to a fulfilling partnership.

By incorporating faith in God, you'll heal, grow, and attract a partner who truly resonates with your soul.

Have you experienced God’s presence and guidance in your life during times of healing?
",2023-03-2,2023,03,2
sachintendulkar,sachintendulkar_39433992_2976430124408808709_757472_1472,2022-11-21_13-42-22_UTC_1.jpg,1472,757472,"A moonlit night at Ranthambore means the big cats might enjoy a big dinner. Well, they'd not be the only ones! 😉

#Throwback
",2022-11-2,2022,11,2
iamsteveharveytv,iamsteveharveytv_10645894_2933695610789366237_8746_173,2022-09-23_14-36-31_UTC.jpg,173,8746,"Time to make history again! Europe we're on our way. This halloween weekend we will change the game forever! London get ready! Click the link in our bio under the Invest Fest Euro tab or go to Investfest.com to get your tickets now! #investfesteuro 🇬🇧🇪🇺
",2022-09-2,2022,09,2
deepikamehtayoga,deepikamehtayoga_250154_2816613224072636664_1466_52,2022-04-15_01-34-43_UTC.jpg,52,1466,"Feeling a deep sense of gratitude for all the angels who have been showing up to sprinkle their magic dust on this mama…life can be challenging but also an incredibly wild magical journey all at the same time ..🧚🏼‍♀️💜🌹🤸🏽‍♀️🌊🥰🌟🌈🦄🦋
.
.
This was me after I got an amazing cranio session , so a lil disheveled but my heart felt so full ❤️
.
So because so many of you are asking me , Cranio sacral therapy which is what I got is a very subtle hands on technique of adjusting the spine and the CNS .. the technique is very subtle but you can really feel a deep sense of well-being after .❤️🙏🏻
",2022-04-1,2022,04,1
dk00019,dk00019_2490796_2996751200677887023_182092_305,2022-12-19_14-36-43_UTC.jpg,305,182092,"💞
",2022-12-1,2022,12,1
thethrottlehouse,thethrottlehouse_141577_3029474474224187554_23644_423,2023-02-02_18-12-01_UTC.jpg,423,23644,"We met this tall guy on the side of the road. He said he was a huge fan so we thought it would be nice to take a picture with him.

Afterwards we looked at the photo and realized the guy was wearing two T-shirt’s. Must have been @dougdemuro.
",2023-02-0,2023,02,0
rashwin99,rashwin99_3955334_2878709160449266097_191932_183,2022-07-09_17-48-15_UTC_1.jpg,183,191932,"Just like that. Yet another year goes by and girls are growing up fast. 🎂🎂❤️❤️ @prithinarayanan #happybirthday #littlemunchkin #akhira @viniyer @vijy_04 @shruthil
",2022-07-0,2022,07,0
mahi7781,mahi7781_40959576_1749170651909724809_3204041_32265,2018-04-03_06-36-52_UTC_1.jpg,32265,3204041,"An honour to get the Padma Bhushan and receiving it in Uniform increases the excitement ten folds.thanks to all the Men and Women in Uniform and their families for the Sacrifices they make so that all of us could enjoy our Constitutional Rights.Jai Hind
",2018-04-0,2018,04,0
rheakapoor,rheakapoor_1775885_2984588247980377758_40747_204,2022-12-02_19-51-06_UTC_1.jpg,204,40747,"And my favourite moment in a long time, @sonamkapoor in the very talented @saramrad for @chopard at the @vanityfair dinner. @redseafilm

Beauty @mallika_bhat 
Hair @bbhiral 
Style team @chandiniw @manishamelwani @sanyakapoor 
Shot by @thehouseofpixels
",2022-12-0,2022,12,0
ishant.sharma29,ishant.sharma29_1487653_2848149645257643656_18903_46,2022-05-28_13-51-57_UTC_1.jpg,46,18903,"45 degree garmi mei sweatshirt pehne waale ko hi Macho Man kehte hai 😎😝😂💪🏻
",2022-05-2,2022,05,2
dk00019,dk00019_2490796_2995229223444584881_204339_238,2022-12-17_12-12-49_UTC_1.jpg,238,204339,"This part of my life...is what I call happiness ♥️

#kidsofinstagram #parentslove #playtime
",2022-12-1,2022,12,1
shikhatalsania,shikhatalsania_125202_3055439509891763593_723_19,2023-03-10_13-59-54_UTC.jpg,19,723,"Hello 🦌
",2023-03-1,2023,03,1
hulu,hulu_1780852_3066401660281267005_606_16,2023-03-25_16-59-45_UTC_1.jpg,16,606,"Turns out Land Barbara is a lot like Sea Barbara...
",2023-03-2,2023,03,2
masoomminawala,masoomminawala_1355818_3050874214172590318_19517_94,2023-03-04_06-49-29_UTC_1.jpg,94,19517,"Coming to you Bangalore 🫶🏼 

Outfit details:
Shirt: @dhruvkapoor 
Pants: @politesociety_official 
Bag: @prada 
Sunglasses: @prada @luxottica 
Shoes: @nike
",2023-03-0,2023,03,0
ishant.sharma29,ishant.sharma29_1487653_3031990693053395007_225199_149,2023-02-06_05-31-18_UTC_1.jpg,149,225199,"Happy birthday my love @pratima0808 . Today we celebrate another year of your grace, beauty, and unwavering love for me. 🎉

And since I always knew you were old 🤣, I got you some anti-aging cream as a birthday gift. But let's be honest; it's a bit too late for that. 😜

But in all seriousness, Choosing you as my life partner was the best decision. You bring happiness, laughter, joy into my life.

Here's to another year of making memories & cherishing each other. And please, promise me you'll learn some new dance moves 🙏. Happy b’day again, my love. ❤️
",2023-02-0,2023,02,0
sophiechoudry,sophiechoudry_3311924_2984174972542800774_-1_234,2022-12-02_06-10-00_UTC_1.jpg,234,-1,"Swipe to see those mehndi vibes come to life #AajMainNachna ❤️ 
Big hug to my amazing team!!

#1MinMusic #bts #weddinginspo #mehndi #haldi #indianwedding #weddingsong #sophiechoudry #desigirl 

Outfit @svacouture 
Jewels @motifsbysurabhididwania 
HMU @divyachablani15 @tinamukharjee 
Styling @mohitrai with @shrey_vaishnav_ 
Location @one8.commune
",2022-12-0,2022,12,0
michaelhyatt,michaelhyatt_108511_3042567361530664751_151_7,2023-02-20_19-45-27_UTC.jpg,7,151,"Do you ever feel like your mouth has a mind of its own? Sometimes we just say things out of habit. This is why it’s important to be intentionally aware and trace these thoughts back to their source. ⁠
⁠
Interrogate them, then reimagine how you would state a more positive story.⁠
⁠
Start small. Begin using “get to” rather than “have to,” for instance. This might require some practice and a little persistence. ⁠
⁠
For example, replace “I have to go to work.” with, “I get to go to work.”⁠
⁠
Give it a try and see if you notice the difference it makes in your attitude.⁠
⁠
#mindyourmindset⁠
",2023-02-2,2023,02,2
hbomax,hbomax_3056324_3056979777025299005_128413_325,2023-03-12_17-00-09_UTC.jpg,325,128413,"From visual effects and stunts to the creation of the clickers, see how #TheLastOfUs came to life with the cast and crew in a special behind the scenes featurette.
 
Making Of The Last Of Us streams after the season finale, tonight on @HBOMax.
",2023-03-1,2023,03,1
smittenkitchen,smittenkitchen_1706412_3053454269419453363_8198_74,2023-03-07_20-15-35_UTC_1.jpg,74,8198,"New: It's finally ready: the perfect freezer-to-toaster waffle [cough, Deb-Os] and it couldn't be easier: a one-bowl, butter and yogurt-enriched batter that smells like heaven. I share all the tricks I've learned to ensure they come out of the toaster crisp outside and tender inside. They're ready to stash in your freezer for the weekend, or to make breakfast for dinner right away. // Easy Freezer Waffles on smittenkitchen.com or linked in profile. In more detail: Go to my profile. Click the link ""smittenkitchen.com/instagram"" Click the photo for the recipe you want and it will take you to it.
",2023-03-0,2023,03,0
iamsteveharveytv,iamsteveharveytv_10645894_2866454330956277612_25602_285,2022-06-22_20-00-06_UTC.jpg,285,25602,"Let’s get it on for the biggest #CelebrityFamilyFeud season yet! 🤩 Join me as your host for the season premiere, July 10 on ABC and Stream on Hulu. @familyfeudabc
",2022-06-2,2022,06,2
shreyas41,shreyas41_6992256_2972081029041584254_31567_101,2022-11-15_13-41-29_UTC.jpg,101,31567,"#collab Swipe instant payments with #BharatSwipe! 🤝💰
Accept debit and credit card payments with a fast 4G network, and enjoy low MDR charges. 

That’s not all, you get a 7-day free trial and on-demand settlements. 
So, what are you waiting for?
Order now on the @bharat.pe app!
#HaiYakeenBharatPe #DigitalPayments
",2022-11-1,2022,11,1
shreyas41,shreyas41_6992256_3000891945958727928_653747_2356,2022-12-25_07-43-38_UTC_1.jpg,2356,653747,"Super character shown by the boys to end the year on a winning note 🇮🇳 ✅ 
See you guys in 2023 👊
",2022-12-2,2022,12,2
tanvikharote,tanvikharote_40291_3064173705713216358_683_23,2023-03-22_15-13-12_UTC.jpg,23,683,"Hoarding Campaign for P.N.G Jewellers.
Photography & Shoot Curation By- @bharatpawarphotography 
Makeup & Hair- @thevinodsarode 
Styling By- @stylist_girijakelkar
",2023-03-2,2023,03,2
dk00019,dk00019_2490796_3000893308203071676_275312_451,2022-12-25_07-46-21_UTC.jpg,451,275312,"Merry Christmas from the Pallikal-Karthik fam! 🎄⭐

#MerryChristmas #Christmas #Family #holidayseason
",2022-12-2,2022,12,2
iamsteveharveytv,iamsteveharveytv_10645894_3022112694169697507_16043_130,2023-01-23_14-25-28_UTC_1.jpg,130,16043,"There's no better way to start your week than to tune into the @hodakotb podcast ""Making Space"" featuring Steve Harvey!🙌

Click the link in bio to give it a listen🎧
.
.
.
#SteveHarvey #HodaKotb #LevateYou #UpYourGreens #MakingSpace #podcast #todayshow #hodaandjenna
",2023-01-2,2023,01,2
houseofmisu,houseofmisu_466180_3064058346199368616_2372_64,2023-03-22_11-24-00_UTC_1.jpg,64,2372,"नानी हाउस 🤍 - Nani House 
जहां ढेर सारा प्यार और यादें हैं - where the love and memories are endless 🤍

Thankyou @altair_decor &  @shopmulmul for a trip down memory lane surrounded by love  laughter and beautiful clothes 
 
Ps : A big shout out to my star ⭐️ girl @jankiddesai for turning anything she touches into magic
",2023-03-2,2023,03,2
mandirabedi,mandirabedi_2034192_2898548331044968790_2363_28,2022-08-06_02-45-08_UTC.jpg,28,2363,"I’m mine. ❤️😅
",2022-08-0,2022,08,0
ishant.sharma29,ishant.sharma29_1487653_3067729421679896033_31251_70,2023-03-27_12-57-46_UTC_1.jpg,70,31251,"Putting in the hard yards before the big game! 💪🏏 Practicing to bring my best for @DelhiCapitals in the upcoming #IPL season. Can't wait to hit the ground running! 🔥 #CricketLove #trainingmodeon
",2023-03-2,2023,03,2
houseofmisu,houseofmisu_466180_3041429076465824457_1801_58,2023-02-19_06-03-41_UTC_1.jpg,58,1801,"She waited for the light to break,
For the wind to sing her song, 
She waited for the clouds to shape, 
Knowing this wait would be long. 

She waited for the sands of time to set her on her path. 
But her journey hath started long before her wait could even start. 

- MI 

#poetry #jaisalmer #misustyle
",2023-02-1,2023,02,1
shikhatalsania,shikhatalsania_125202_2950870137401639573_2278_17,2022-10-17_07-19-14_UTC_1.jpg,17,2278,"October babies are the funnest and the funniest ♎️ 

#biasedmuch #whereisthelietho #willmovecitiesforyousoha
",2022-10-1,2022,10,1
sophiechoudry,sophiechoudry_3311924_3006149627389324408_-1_129,2023-01-01_13-49-43_UTC_1.jpg,129,-1,"Singing my way into 2023 with my amazing team & I wouldn’t want it any other way!❤️🙌🏼🥳 May we all be the best version of ourselves and may we all shine bright! Happy 2023😘 #happynewyear #hello2023 #shinebright #giglife #sophielive #sophiechoudry #gratitude
",2023-01-0,2023,01,0
hulu,hulu_1780852_3059139766167355156_19069_203,2023-03-15_16-31-39_UTC.jpg,203,19069,"FX’s Class of ’09 is a suspense thriller limited series that follows a class of FBI agents set in three distinct points in time who grapple with immense changes as the U.S. criminal justice system is altered by artificial intelligence. Starring @BrianTyreeHenry and @KateMara. Premieres 5.10, only on @Hulu.
",2023-03-1,2023,03,1
food52,food52_3599596_3068425271174740191_2166_80,2023-03-28_12-00-21_UTC.jpg,80,2166,"""Loaves release completely, with nary a crumb left behind."" - Food52er Mary Richardson. Click the link in bio to find out how! 📸: @markweinbergnyc #f52community #f52grams
",2023-03-2,2023,03,2
halfbakedharvest,halfbakedharvest_5247243_2852877524259577273_40074_345,2022-06-04_02-25-24_UTC.jpg,345,40074,"Creamy Vegan Chocolate Peanut Butter Fudge Bars. stash these in the freezer all summer long. they’re everyones favorite with swirls of peanut butter, the creamiest chocolate “fudge” and flaky salt on top. eat straight out of the freezer. SO GOOD. link in profile.
",2022-06-0,2022,06,0
